OID_,ECOLSYS_LU,VALUE_1,VALUE_2,VALUE_3,VALUE_4,L3eco,NoThreat,LowThreat,MedThreat,HighThreat,AllThreat,Total,Percent
,Northern Rocky Mountain Subalpine-Upper Montane Grassland,388800.000000000000000,0.000000000000000,0.000000000000000,900.000000000000000,10,38.8800011,0.0000000,0.0000000,0.0900000,0.0900000,38.9700012,0.2309470
,Rocky Mountain Subalpine-Montane Mesic Meadow,49908600.000000000000000,117000.000000000000000,57600.000000000000000,206100.000000000000000,10,4990.8598633,11.6999998,5.7600002,20.6100006,38.0699997,5028.9301758,0.7570200
,Rocky Mountain Subalpine-Montane Fen,14400.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10,1.4400001,0.0000000,0.0000000,0.0000000,0.0000000,1.4400001,0.0000000
,Temperate Pacific Freshwater Emergent Marsh,3849300.000000000000000,13500.000000000000000,1800.000000000000000,13500.000000000000000,10,384.9299927,1.3500000,0.1800000,1.3500000,2.8800001,387.8099976,0.7426320
,Columbia Plateau Vernal Pool,41400.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10,4.1399999,0.0000000,0.0000000,0.0000000,0.0000000,4.1399999,0.0000000
,Columbia Plateau Silver Sagebrush Seasonally Flooded Shrub-Steppe,5400.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10,0.5400000,0.0000000,0.0000000,0.0000000,0.0000000,0.5400000,0.0000000
,Rocky Mountain Alpine-Montane Wet Meadow,12024900.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10,1202.4899902,0.0000000,0.0000000,0.0000000,0.0000000,1202.4899902,0.0000000
,Rocky Mountain Subalpine-Montane Riparian Shrubland,5344200.000000000000000,9000.000000000000000,8100.000000000000000,1800.000000000000000,10,534.4199829,0.9000000,0.8100000,0.1800000,1.8900000,536.3099976,0.3524080
,Temperate Pacific Montane Wet Meadow,18000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10,1.8000000,0.0000000,0.0000000,0.0000000,0.0000000,1.8000000,0.0000000
,North American Arid West Emergent Marsh,22501800.000000000000000,169200.000000000000000,63000.000000000000000,284400.000000000000000,10,2250.1799316,16.9200001,6.3000002,28.4400005,51.6599998,2301.8400879,2.2442901
,Inter-Mountain Basins Alkaline Closed Depression,14183100.000000000000000,75600.000000000000000,45900.000000000000000,488700.000000000000000,10,1418.3100586,7.5599999,4.5900002,48.8699989,61.0200005,1479.3299561,4.1248398
,Inter-Mountain Basins Greasewood Flat,4706100.000000000000000,66600.000000000000000,40500.000000000000000,823500.000000000000000,10,470.6099854,6.6599998,4.0500002,82.3499985,93.0599976,563.6699829,16.5097008
,Inter-Mountain Basins Playa,5254200.000000000000000,65700.000000000000000,0.000000000000000,5400.000000000000000,10,525.4199829,6.5700002,0.0000000,0.5400000,7.1100001,532.5300293,1.3351400
,Inter-Mountain Basins Mixed Salt Desert Scrub,131179500.000000000000000,1686600.000000000000000,667800.000000000000000,3695400.000000000000000,10,13118.0000000,168.6600037,66.7799988,369.5400085,604.9799805,13723.0000000,4.4085102
,Columbia Plateau Steppe and Grassland,1709010900.000000000000000,4447800.000000000000000,1947600.000000000000000,10276200.000000000000000,10,170901.0000000,444.7799988,194.7599945,1027.6199951,1667.1600342,172568.0000000,0.9660890
,Inter-Mountain Basins Big Sagebrush Shrubland,6230822400.000000000000000,33725700.000000000000000,15505200.000000000000000,96328800.000000000000000,10,623082.0000000,3372.5700684,1550.5200195,9632.8798828,14556.0000000,637638.0000000,2.2828000
,Inter-Mountain Basins Big Sagebrush Steppe,14280563700.000000000000000,46640700.000000000000000,20902500.000000000000000,99550800.000000000000000,10,1428060.0000000,4664.0698242,2090.2500000,9955.0800781,16709.4003906,1444770.0000000,1.1565400
,Inter-Mountain Basins Montane Sagebrush Steppe,85431600.000000000000000,117000.000000000000000,51300.000000000000000,108000.000000000000000,10,8543.1601563,11.6999998,5.1300001,10.8000002,27.6299992,8570.7900391,0.3223740
,Columbia Plateau Low Sagebrush Steppe,144768600.000000000000000,14400.000000000000000,8100.000000000000000,13500.000000000000000,10,14476.9003906,1.4400001,0.8100000,1.3500000,3.5999999,14480.5000000,0.0248610
,Columbia Plateau Scabland Shrubland,2112728400.000000000000000,9088200.000000000000000,3589200.000000000000000,16875000.000000000000000,10,211273.0000000,908.8200073,358.9200134,1687.5000000,2955.2399902,214228.0000000,1.3794800
,Inter-Mountain Basins Semi-Desert Grassland,97344900.000000000000000,97200.000000000000000,27900.000000000000000,278100.000000000000000,10,9734.4902344,9.7200003,2.7900000,27.8099995,40.3199997,9774.8095703,0.4124890
,Inter-Mountain Basins Semi-Desert Shrub Steppe,14526000.000000000000000,23400.000000000000000,9900.000000000000000,118800.000000000000000,10,1452.5999756,2.3399999,0.9900000,11.8800001,15.2100000,1467.8100586,1.0362400
,Rocky Mountain Alpine Fell-Field,5256900.000000000000000,0.000000000000000,0.000000000000000,900.000000000000000,10,525.6900024,0.0000000,0.0000000,0.0900000,0.0900000,525.7800293,0.0171174
,"Rocky Mountain Cliff, Canyon and Massive Bedrock",13894200.000000000000000,36900.000000000000000,12600.000000000000000,48600.000000000000000,10,1389.4200439,3.6900001,1.2600000,4.8600001,9.8100004,1399.2299805,0.7011000
,"North Pacific Montane Massive Bedrock, Cliff and Talus",1831500.000000000000000,9000.000000000000000,2700.000000000000000,3600.000000000000000,10,183.1499939,0.9000000,0.2700000,0.3600000,1.5300000,184.6799927,0.8284600
,North Pacific Active Volcanic Rock and Cinder Land,162000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10,16.2000008,0.0000000,0.0000000,0.0000000,0.0000000,16.2000008,0.0000000
,Columbia Plateau Ash and Tuff Badland,2588400.000000000000000,0.000000000000000,900.000000000000000,1800.000000000000000,10,258.8399963,0.0000000,0.0900000,0.1800000,0.2700000,259.1099854,0.1042030
,Inter-Mountain Basins Active and Stabilized Dune,434308500.000000000000000,603000.000000000000000,369900.000000000000000,790200.000000000000000,10,43430.8984375,60.2999992,36.9900017,79.0199966,176.3099976,43607.1992188,0.4043140
,Inter-Mountain Basins Cliff and Canyon,91998000.000000000000000,324000.000000000000000,84600.000000000000000,332100.000000000000000,10,9199.7998047,32.4000015,8.4600000,33.2099991,74.0699997,9273.8701172,0.7986960
,Rocky Mountain Alpine Bedrock and Scree,2583000.000000000000000,1800.000000000000000,900.000000000000000,7200.000000000000000,10,258.2999878,0.1800000,0.0900000,0.7200000,0.9900000,259.2900085,0.3818120
,Unconsolidated Shore,303300.000000000000000,8100.000000000000000,0.000000000000000,0.000000000000000,10,30.3299999,0.8100000,0.0000000,0.0000000,0.8100000,31.1399994,2.6011600
,Cultivated Cropland,37419371100.000000000000000,163467000.000000000000000,77753700.000000000000000,336775500.000000000000000,10,3741940.0000000,16346.7001953,7775.3701172,33677.6015625,57799.6992188,3799740.0000000,1.5211500
,Pasture/Hay,1926563400.000000000000000,39780900.000000000000000,19026000.000000000000000,92669400.000000000000000,10,192656.0000000,3978.0900879,1902.5999756,9266.9404297,15147.5996094,207804.0000000,7.2893701
,Introduced Upland Vegetation - Annual Grassland,3656549700.000000000000000,13118400.000000000000000,6607800.000000000000000,26378100.000000000000000,10,365655.0000000,1311.8399658,660.7800293,2637.8100586,4610.4301758,370265.0000000,1.2451700
,Introduced Upland Vegetation - Perennial Grassland and Forbland,1740600.000000000000000,3600.000000000000000,900.000000000000000,6300.000000000000000,10,174.0599976,0.3600000,0.0900000,0.6300000,1.0800000,175.1399994,0.6166500
,Introduced Upland Vegetation - Shrub,7888500.000000000000000,149400.000000000000000,85500.000000000000000,758700.000000000000000,10,788.8499756,14.9399996,8.5500002,75.8700027,99.3600006,888.2100220,11.1864996
,Introduced Riparian and Wetland Vegetation,54429300.000000000000000,37800.000000000000000,21600.000000000000000,334800.000000000000000,10,5442.9301758,3.7800000,2.1600001,33.4799995,39.4199982,5482.3500977,0.7190350
,Introduced Upland Vegetation - Treed,467100.000000000000000,3600.000000000000000,0.000000000000000,9000.000000000000000,10,46.7099991,0.3600000,0.0000000,0.9000000,1.2600000,47.9700012,2.6266401
,Harvested Forest - Grass/Forb Regeneration,98100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10,9.8100004,0.0000000,0.0000000,0.0000000,0.0000000,9.8100004,0.0000000
,Harvested Forest-Shrub Regeneration,988200.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10,98.8199997,0.0000000,0.0000000,0.0000000,0.0000000,98.8199997,0.0000000
,Harvested Forest - Northwestern Conifer Regeneration,45686700.000000000000000,6300.000000000000000,4500.000000000000000,25200.000000000000000,10,4568.6699219,0.6300000,0.4500000,2.5200000,3.5999999,4572.2700195,0.0787355
,Recently burned grassland,218076300.000000000000000,445500.000000000000000,193500.000000000000000,1280700.000000000000000,10,21807.5996094,44.5499992,19.3500004,128.0700073,191.9700012,21999.5996094,0.8726070
,Recently burned shrubland,535350600.000000000000000,868500.000000000000000,639900.000000000000000,1692000.000000000000000,10,53535.1015625,86.8499985,63.9900017,169.1999969,320.0400085,53855.1015625,0.5942610
,Recently burned forest,846000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10,84.5999985,0.0000000,0.0000000,0.0000000,0.0000000,84.5999985,0.0000000
,Open Water (Fresh),1346157900.000000000000000,3183300.000000000000000,1515600.000000000000000,10751400.000000000000000,10,134616.0000000,318.3299866,151.5599976,1075.1400146,1545.0300293,136161.0000000,1.1347100
,"Quarries, Mines, Gravel Pits and Oil Wells",0.000000000000000,0.000000000000000,40500.000000000000000,49500.000000000000000,10,0.0000000,0.0000000,4.0500002,4.9499998,9.0000000,9.0000000,100.0000000
,"Developed, Open Space",737929800.000000000000000,12890700.000000000000000,7470900.000000000000000,50922000.000000000000000,10,73793.0000000,1289.0699463,747.0900269,5092.2001953,7128.3598633,80921.3984375,8.8089895
,"Developed, Low Intensity",737154900.000000000000000,18420300.000000000000000,10552500.000000000000000,99146700.000000000000000,10,73715.5000000,1842.0300293,1055.2500000,9914.6699219,12812.0000000,86527.5000000,14.8069000
,"Developed, Medium Intensity",424519200.000000000000000,5256000.000000000000000,3695400.000000000000000,32143500.000000000000000,10,42451.8984375,525.5999756,369.5400085,3214.3500977,4109.4902344,46561.3984375,8.8259602
,"Developed, High Intensity",28122300.000000000000000,197100.000000000000000,265500.000000000000000,2259900.000000000000000,10,2812.2299805,19.7099991,26.5499992,225.9900055,272.2500000,3084.4799805,8.8264503
,Central Appalachian Oak and Pine Forest,9319608000.000000000000000,308285100.000000000000000,177271200.000000000000000,1050787800.000000000000000,59,931961.0000000,30828.5000000,17727.0996094,105079.0000000,153635.0000000,1085600.0000000,14.1520996
,Northeastern Interior Dry-Mesic Oak Forest,1095396300.000000000000000,55039500.000000000000000,30035700.000000000000000,165591900.000000000000000,59,109540.0000000,5503.9501953,3003.5700684,16559.1992188,25066.6992188,134607.0000000,18.6221008
,Northern Atlantic Coastal Plain Dry Hardwood Forest,719676000.000000000000000,23868000.000000000000000,15967800.000000000000000,89661600.000000000000000,59,71967.6015625,2386.8000488,1596.7800293,8966.1601563,12949.7001953,84917.2968750,15.2497997
,Managed Tree Plantation,3391200.000000000000000,130500.000000000000000,86400.000000000000000,623700.000000000000000,59,339.1199951,13.0500002,8.6400003,62.3699989,84.0599976,423.1799927,19.8638992
,Ruderal forest,202393800.000000000000000,7060500.000000000000000,4266900.000000000000000,24163200.000000000000000,59,20239.4003906,706.0499878,426.6900024,2416.3200684,3549.0600586,23788.5000000,14.9191999
,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,9993600.000000000000000,170100.000000000000000,72000.000000000000000,321300.000000000000000,59,999.3599854,17.0100002,7.1999998,32.1300011,56.3400002,1055.6999512,5.3367400
,Appalachian Hemlock-Hardwood Forest,4312933200.000000000000000,132276600.000000000000000,74566800.000000000000000,404971200.000000000000000,59,431293.0000000,13227.7001953,7456.6801758,40497.1015625,61181.5000000,492474.0000000,12.4232998
,Laurentian-Acadian Northern Hardwoods Forest,398063700.000000000000000,11625300.000000000000000,6692400.000000000000000,39713400.000000000000000,59,39806.3984375,1162.5300293,669.2399902,3971.3400879,5803.1098633,45609.5000000,12.7235003
,Laurentian-Acadian Northern Pine-(Oak) Forest,122964300.000000000000000,3424500.000000000000000,2115000.000000000000000,9501300.000000000000000,59,12296.4003906,342.4500122,211.5000000,950.1300049,1504.0799561,13800.5000000,10.8986998
,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,252673200.000000000000000,5364900.000000000000000,2730600.000000000000000,13488300.000000000000000,59,25267.3007813,536.4899902,273.0599976,1348.8299561,2158.3798828,27425.6992188,7.8699198
,Atlantic Coastal Plain Northern Maritime Forest,61340400.000000000000000,2574000.000000000000000,1894500.000000000000000,7494300.000000000000000,59,6134.0400391,257.3999939,189.4499969,749.4299927,1196.2800293,7330.3198242,16.3195992
,Northeastern Interior Pine Barrens,49319100.000000000000000,842400.000000000000000,528300.000000000000000,1625400.000000000000000,59,4931.9101563,84.2399979,52.8300018,162.5399933,299.6099854,5231.5200195,5.7270198
,Northern Atlantic Coastal Plain Pitch Pine Barrens,1919700.000000000000000,73800.000000000000000,40500.000000000000000,291600.000000000000000,59,191.9700012,7.3800001,4.0500002,29.1599998,40.5900002,232.5599976,17.4535999
,Central Interior and Appalachian Floodplain Systems,566164800.000000000000000,36700200.000000000000000,20733300.000000000000000,137359800.000000000000000,59,56616.5000000,3670.0200195,2073.3300781,13736.0000000,19479.3007813,76095.8984375,25.5984001
,Central Interior and Appalachian Riparian Systems,76560300.000000000000000,3454200.000000000000000,1482300.000000000000000,11970900.000000000000000,59,7656.0297852,345.4200134,148.2299957,1197.0899658,1690.7399902,9346.7695313,18.0890007
,Laurentian-Acadian Floodplain Systems,498748500.000000000000000,20319300.000000000000000,11335500.000000000000000,70657200.000000000000000,59,49874.8984375,2031.9300537,1133.5500488,7065.7202148,10231.2001953,60106.1015625,17.0219002
,North-Central Interior and Appalachian Rich Swamp,1996613100.000000000000000,79300800.000000000000000,50441400.000000000000000,348132600.000000000000000,59,199661.0000000,7930.0800781,5044.1401367,34813.3007813,47787.5000000,247449.0000000,19.3120995
,Laurentian-Acadian Swamp Systems,198838800.000000000000000,3632400.000000000000000,1932300.000000000000000,8231400.000000000000000,59,19883.9003906,363.2399902,193.2299957,823.1400146,1379.6099854,21263.5000000,6.4881601
,North-Central Interior Wet Flatwoods,164493900.000000000000000,7721100.000000000000000,4524300.000000000000000,35510400.000000000000000,59,16449.4003906,772.1099854,452.4299927,3551.0400391,4775.5800781,21225.0000000,22.4997997
,Gulf and Atlantic Coastal Plain Swamp Systems,624256200.000000000000000,24668100.000000000000000,17946000.000000000000000,106315200.000000000000000,59,62425.6015625,2466.8100586,1794.5999756,10631.5000000,14892.9003906,77318.5000000,19.2618008
,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,1653300.000000000000000,9000.000000000000000,0.000000000000000,13500.000000000000000,59,165.3300018,0.9000000,0.0000000,1.3500000,2.2500000,167.5800018,1.3426400
,Central Appalachian Pine-Oak Rocky Woodland,557769600.000000000000000,22095900.000000000000000,12561300.000000000000000,63470700.000000000000000,59,55777.0000000,2209.5900879,1256.1300049,6347.0698242,9812.7900391,65589.7968750,14.9608002
,Northern Atlantic Coastal Plain Dune and Swale,32101200.000000000000000,819000.000000000000000,745200.000000000000000,3138300.000000000000000,59,3210.1201172,81.9000015,74.5199966,313.8299866,470.2500000,3680.3701172,12.7771997
,Northern Atlantic Coastal Plain Heathland and Grassland,6300.000000000000000,0.000000000000000,0.000000000000000,2700.000000000000000,59,0.6300000,0.0000000,0.0000000,0.2700000,0.2700000,0.9000000,30.0000000
,Northern Atlantic Coastal Plain Sandy Beach,1057500.000000000000000,10800.000000000000000,2700.000000000000000,18000.000000000000000,59,105.7500000,1.0800000,0.2700000,1.8000000,3.1500001,108.9000015,2.8925600
,Acadian Salt Marsh and Estuary Systems,107220600.000000000000000,3150900.000000000000000,2431800.000000000000000,8986500.000000000000000,59,10722.0996094,315.0899963,243.1799927,898.6500244,1456.9200439,12179.0000000,11.9625998
,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,187529400.000000000000000,7889400.000000000000000,5436900.000000000000000,30286800.000000000000000,59,18752.9003906,788.9400024,543.6900024,3028.6799316,4361.3100586,23114.1992188,18.8684998
,Cultivated Cropland,860356800.000000000000000,42521400.000000000000000,23856300.000000000000000,99111600.000000000000000,59,86035.7031250,4252.1401367,2385.6298828,9911.1601563,16548.9003906,102585.0000000,16.1319008
,Pasture/Hay,2783987100.000000000000000,109062900.000000000000000,59805000.000000000000000,304015500.000000000000000,59,278399.0000000,10906.2998047,5980.5000000,30401.5996094,47288.3984375,325687.0000000,14.5195999
,Introduced Riparian and Wetland Vegetation,18538200.000000000000000,455400.000000000000000,387000.000000000000000,2928600.000000000000000,59,1853.8199463,45.5400009,38.7000008,292.8599854,377.1000061,2230.9199219,16.9032993
,Introduced Upland Vegetation - Treed,145645200.000000000000000,6479100.000000000000000,4962600.000000000000000,31480200.000000000000000,59,14564.5000000,647.9099731,496.2600098,3148.0200195,4292.1899414,18856.6992188,22.7621002
,"Disturbed, Non-specific",174165300.000000000000000,2042100.000000000000000,1584000.000000000000000,11001600.000000000000000,59,17416.5000000,204.2100067,158.3999939,1100.1600342,1462.7700195,18879.3007813,7.7480102
,Harvested Forest - Grass/Forb Regeneration,8265600.000000000000000,469800.000000000000000,315000.000000000000000,2807100.000000000000000,59,826.5599976,46.9799995,31.5000000,280.7099915,359.1900024,1185.7500000,30.2922001
,Harvested Forest-Shrub Regeneration,35938800.000000000000000,2304900.000000000000000,1585800.000000000000000,12579300.000000000000000,59,3593.8798828,230.4900055,158.5800018,1257.9300537,1647.0000000,5240.8798828,31.4260006
,Open Water (Brackish/Salt),215669700.000000000000000,920700.000000000000000,668700.000000000000000,3359700.000000000000000,59,21567.0000000,92.0699997,66.8700027,335.9700012,494.9100037,22061.9003906,2.2432799
,Open Water (Fresh),1143318600.000000000000000,9581400.000000000000000,6147900.000000000000000,38621700.000000000000000,59,114332.0000000,958.1400146,614.7899780,3862.1699219,5435.1000977,119767.0000000,4.5380602
,"Developed, Open Space",2368468800.000000000000000,74556900.000000000000000,50175000.000000000000000,371994300.000000000000000,59,236847.0000000,7455.6899414,5017.5000000,37199.3984375,49672.6015625,286520.0000000,17.3365002
,"Developed, Low Intensity",3043017000.000000000000000,87465600.000000000000000,60060600.000000000000000,498993300.000000000000000,59,304302.0000000,8746.5595703,6006.0600586,49899.3007813,64651.8984375,368954.0000000,17.5230007
,"Developed, Medium Intensity",2610968400.000000000000000,26162100.000000000000000,20350800.000000000000000,236278800.000000000000000,59,261097.0000000,2616.2099609,2035.0799561,23627.9003906,28279.1992188,289376.0000000,9.7724800
,"Developed, High Intensity",1011414600.000000000000000,3169800.000000000000000,2747700.000000000000000,35914500.000000000000000,59,101141.0000000,316.9800110,274.7699890,3591.4499512,4183.2001953,105324.0000000,3.9717400
,California Central Valley Mixed Oak Savanna,16219800.000000000000000,89100.000000000000000,60300.000000000000000,201600.000000000000000,04,1621.9799805,8.9099998,6.0300002,20.1599998,35.0999985,1657.0799561,2.1181800
,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,174906000.000000000000000,1176300.000000000000000,692100.000000000000000,3962700.000000000000000,04,17490.5996094,117.6299973,69.2099991,396.2699890,583.1099854,18073.6992188,3.2262900
,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,1196821800.000000000000000,1653300.000000000000000,1129500.000000000000000,3188700.000000000000000,04,119682.0000000,165.3300018,112.9499969,318.8699951,597.1500244,120279.0000000,0.4964710
,East Cascades Oak-Ponderosa Pine Forest and Woodland,24440400.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,2444.0400391,0.0000000,0.0000000,0.0000000,0.0000000,2444.0400391,0.0000000
,Mediterranean California Mixed Evergreen Forest,181459800.000000000000000,2700.000000000000000,3600.000000000000000,0.000000000000000,04,18146.0000000,0.2700000,0.3600000,0.0000000,0.6300000,18146.5996094,0.0034717
,Mediterranean California Mixed Oak Woodland,95749200.000000000000000,158400.000000000000000,136800.000000000000000,348300.000000000000000,04,9574.9199219,15.8400002,13.6800003,34.8300018,64.3499985,9639.2695313,0.6675820
,North Pacific Dry Douglas-fir-(Madrone) Forest and Woodland,432576900.000000000000000,257400.000000000000000,134100.000000000000000,234900.000000000000000,04,43257.6992188,25.7399998,13.4099998,23.4899998,62.6399994,43320.3007813,0.1445970
,North Pacific Oak Woodland,18279900.000000000000000,129600.000000000000000,49500.000000000000000,161100.000000000000000,04,1827.9899902,12.9600000,4.9499998,16.1100006,34.0200005,1862.0100098,1.8270600
,East Cascades Mesic Montane Mixed-Conifer Forest and Woodland,484596000.000000000000000,9000.000000000000000,0.000000000000000,0.000000000000000,04,48459.6015625,0.9000000,0.0000000,0.0000000,0.9000000,48460.5000000,0.0018572
,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,19536300.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,1953.6300049,0.0000000,0.0000000,0.0000000,0.0000000,1953.6300049,0.0000000
,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,104633100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,10463.2998047,0.0000000,0.0000000,0.0000000,0.0000000,10463.2998047,0.0000000
,Northern Rocky Mountain Western Larch Savanna,4279500.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,427.9500122,0.0000000,0.0000000,0.0000000,0.0000000,427.9500122,0.0000000
,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,12031200.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,1203.1199951,0.0000000,0.0000000,0.0000000,0.0000000,1203.1199951,0.0000000
,Northern Rocky Mountain Subalpine Woodland and Parkland,352489500.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,35248.8984375,0.0000000,0.0000000,0.0000000,0.0000000,35248.8984375,0.0000000
,Rocky Mountain Aspen Forest and Woodland,46666800.000000000000000,462600.000000000000000,140400.000000000000000,233100.000000000000000,04,4666.6801758,46.2599983,14.0400000,23.3099995,83.6100006,4750.2900391,1.7601000
,Rocky Mountain Lodgepole Pine Forest,106061400.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,10606.0996094,0.0000000,0.0000000,0.0000000,0.0000000,10606.0996094,0.0000000
,Rocky Mountain Poor-Site Lodgepole Pine Forest,194719500.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,19471.9003906,0.0000000,0.0000000,0.0000000,0.0000000,19471.9003906,0.0000000
,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,284012100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,28401.1992188,0.0000000,0.0000000,0.0000000,0.0000000,28401.1992188,0.0000000
,Rocky Mountain Subalpine Mesic Spruce-Fir Forest and Woodland,704995200.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,70499.5000000,0.0000000,0.0000000,0.0000000,0.0000000,70499.5000000,0.0000000
,California Montane Jeffrey Pine-(Ponderosa Pine) Woodland,1824947100.000000000000000,2545200.000000000000000,981000.000000000000000,2873700.000000000000000,04,182495.0000000,254.5200043,98.0999985,287.3699951,639.9899902,183135.0000000,0.3494640
,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland,882000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,88.1999969,0.0000000,0.0000000,0.0000000,0.0000000,88.1999969,0.0000000
,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland,1238400.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,123.8399963,0.0000000,0.0000000,0.0000000,0.0000000,123.8399963,0.0000000
,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,2306111400.000000000000000,2713500.000000000000000,1264500.000000000000000,3584700.000000000000000,04,230611.0000000,271.3500061,126.4499969,358.4700012,756.2700195,231367.0000000,0.3268700
,Mediterranean California Mesic Mixed Conifer Forest and Woodland,8420769000.000000000000000,2077200.000000000000000,670500.000000000000000,1395000.000000000000000,04,842077.0000000,207.7200012,67.0500031,139.5000000,414.2699890,842491.0000000,0.0491720
,Sierran-Intermontane Desert Western White Pine-White Fir Woodland,2297700.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,229.7700043,0.0000000,0.0000000,0.0000000,0.0000000,229.7700043,0.0000000
,North Pacific Broadleaf Landslide Forest and Shrubland,238773600.000000000000000,234000.000000000000000,155700.000000000000000,597600.000000000000000,04,23877.4003906,23.3999996,15.5699997,59.7599983,98.7300034,23976.0996094,0.4117850
,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,5639535000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,563954.0000000,0.0000000,0.0000000,0.0000000,0.0000000,563954.0000000,0.0000000
,North Pacific Lowland Mixed Hardwood-Conifer Forest and Woodland,1134454500.000000000000000,1305900.000000000000000,575100.000000000000000,1017900.000000000000000,04,113445.0000000,130.5899963,57.5099983,101.7900009,289.8900146,113735.0000000,0.2548820
,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,8252169300.000000000000000,1278900.000000000000000,534600.000000000000000,1461600.000000000000000,04,825217.0000000,127.8899994,53.4599991,146.1600037,327.5100098,825545.0000000,0.0396720
,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,6828363900.000000000000000,9676800.000000000000000,2961900.000000000000000,9656100.000000000000000,04,682836.0000000,967.6799927,296.1900024,965.6099854,2229.4799805,685066.0000000,0.3254400
,North Pacific Mesic Western Hemlock-Silver Fir Forest,168391800.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,16839.1992188,0.0000000,0.0000000,0.0000000,0.0000000,16839.1992188,0.0000000
,North Pacific Wooded Volcanic Flowage,873452700.000000000000000,188100.000000000000000,72000.000000000000000,74700.000000000000000,04,87345.2968750,18.8099995,7.1999998,7.4699998,33.4799995,87378.7968750,0.0383159
,Mediterranean California Red Fir Forest,1332812700.000000000000000,6300.000000000000000,900.000000000000000,19800.000000000000000,04,133281.0000000,0.6300000,0.0900000,1.9800000,2.7000000,133284.0000000,0.0020258
,Mediterranean California Subalpine Woodland,28521000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,2852.1000977,0.0000000,0.0000000,0.0000000,0.0000000,2852.1000977,0.0000000
,North Pacific Maritime Mesic Subalpine Parkland,496808100.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,49680.8007813,0.0000000,0.0000000,0.0000000,0.0000000,49680.8007813,0.0000000
,North Pacific Mountain Hemlock Forest,2345536800.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,234554.0000000,0.0000000,0.0000000,0.0000000,0.0000000,234554.0000000,0.0000000
,Northern California Mesic Subalpine Woodland,526779000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,52677.8984375,0.0000000,0.0000000,0.0000000,0.0000000,52677.8984375,0.0000000
,Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland,147300300.000000000000000,900.000000000000000,0.000000000000000,1800.000000000000000,04,14730.0000000,0.0900000,0.0000000,0.1800000,0.2700000,14730.2998047,0.0018330
,Columbia Plateau Western Juniper Woodland and Savanna,124915500.000000000000000,477000.000000000000000,234000.000000000000000,737100.000000000000000,04,12491.5000000,47.7000008,23.3999996,73.7099991,144.8099976,12636.2998047,1.1459800
,Great Basin Pinyon-Juniper Woodland,16663500.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,04,1666.3499756,0.0000000,0.0000000,0.0000000,0.0000000,1666.3499756,0.0000000
